path,label,method
manipulated_sequences_NeuralTextures_c23_188_191_frame_02.jpg,1,NeuralTextures
original_sequences_youtube_c23_104_frame_03.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_884_968_frame_01.jpg,1,FaceShifter
manipulated_sequences_NeuralTextures_c23_076_079_frame_05.jpg,1,NeuralTextures
original_sequences_youtube_c23_345_frame_01.jpg,0,youtube
manipulated_sequences_Face2Face_c23_692_610_frame_02.jpg,1,Face2Face
original_sequences_youtube_c23_707_frame_02.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_015_919_frame_04.jpg,1,Deepfakes
original_sequences_youtube_c23_320_frame_05.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_746_571_frame_03.jpg,1,Deepfakes
original_sequences_youtube_c23_037_frame_01.jpg,0,youtube
original_sequences_youtube_c23_372_frame_01.jpg,0,youtube
original_sequences_youtube_c23_085_frame_01.jpg,0,youtube
manipulated_sequences_Face2Face_c23_972_718_frame_04.jpg,1,Face2Face
manipulated_sequences_FaceSwap_c23_039_058_frame_02.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_134_192_frame_01.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_727_729_frame_01.jpg,1,FaceSwap
manipulated_sequences_Face2Face_c23_036_035_frame_02.jpg,1,Face2Face
original_sequences_youtube_c23_113_frame_01.jpg,0,youtube
original_sequences_youtube_c23_700_frame_01.jpg,0,youtube
original_sequences_youtube_c23_457_frame_05.jpg,0,youtube
manipulated_sequences_Face2Face_c23_848_894_frame_04.jpg,1,Face2Face
manipulated_sequences_FaceSwap_c23_834_852_frame_02.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_706_479_frame_05.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_480_389_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_068_frame_04.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_869_780_frame_02.jpg,1,Deepfakes
original_sequences_youtube_c23_302_frame_02.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_203_201_frame_05.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_570_624_frame_03.jpg,1,FaceShifter
original_sequences_youtube_c23_321_frame_01.jpg,0,youtube
original_sequences_youtube_c23_244_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_316_369_frame_04.jpg,1,FaceSwap
manipulated_sequences_Face2Face_c23_696_686_frame_02.jpg,1,Face2Face
original_sequences_youtube_c23_705_frame_03.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_014_790_frame_01.jpg,1,Deepfakes
manipulated_sequences_FaceShifter_c23_018_019_frame_03.jpg,1,FaceShifter
original_sequences_youtube_c23_415_frame_04.jpg,0,youtube
original_sequences_youtube_c23_953_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_781_806_frame_02.jpg,1,NeuralTextures
original_sequences_youtube_c23_630_frame_03.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_895_915_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_644_frame_04.jpg,0,youtube
original_sequences_youtube_c23_548_frame_03.jpg,0,youtube
original_sequences_youtube_c23_793_frame_01.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_289_228_frame_03.jpg,1,FaceSwap
original_sequences_youtube_c23_152_frame_03.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_552_851_frame_02.jpg,1,FaceSwap
manipulated_sequences_Deepfakes_c23_473_366_frame_04.jpg,1,Deepfakes
original_sequences_youtube_c23_972_frame_02.jpg,0,youtube
original_sequences_youtube_c23_358_frame_04.jpg,0,youtube
original_sequences_youtube_c23_829_frame_05.jpg,0,youtube
original_sequences_youtube_c23_719_frame_02.jpg,0,youtube
manipulated_sequences_Face2Face_c23_871_814_frame_05.jpg,1,Face2Face
original_sequences_youtube_c23_886_frame_04.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_756_503_frame_02.jpg,1,FaceShifter
original_sequences_youtube_c23_507_frame_02.jpg,0,youtube
original_sequences_youtube_c23_652_frame_05.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_272_396_frame_03.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_221_206_frame_04.jpg,1,NeuralTextures
manipulated_sequences_Face2Face_c23_488_399_frame_05.jpg,1,Face2Face
original_sequences_youtube_c23_509_frame_05.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_877_886_frame_02.jpg,1,FaceShifter
original_sequences_youtube_c23_133_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_651_835_frame_04.jpg,1,NeuralTextures
original_sequences_youtube_c23_976_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_651_835_frame_04.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_530_594_frame_05.jpg,1,FaceShifter
original_sequences_youtube_c23_178_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_052_108_frame_01.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_864_839_frame_04.jpg,1,FaceShifter
manipulated_sequences_Deepfakes_c23_578_636_frame_04.jpg,1,Deepfakes
original_sequences_youtube_c23_352_frame_05.jpg,0,youtube
original_sequences_youtube_c23_490_frame_04.jpg,0,youtube
original_sequences_youtube_c23_113_frame_03.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_957_959_frame_04.jpg,1,FaceShifter
manipulated_sequences_FaceShifter_c23_905_860_frame_02.jpg,1,FaceShifter
original_sequences_youtube_c23_806_frame_05.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_756_503_frame_03.jpg,1,NeuralTextures
manipulated_sequences_Deepfakes_c23_841_639_frame_02.jpg,1,Deepfakes
manipulated_sequences_FaceShifter_c23_854_747_frame_05.jpg,1,FaceShifter
manipulated_sequences_Deepfakes_c23_982_004_frame_02.jpg,1,Deepfakes
original_sequences_youtube_c23_906_frame_03.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_546_621_frame_05.jpg,1,Deepfakes
original_sequences_youtube_c23_447_frame_03.jpg,0,youtube
original_sequences_youtube_c23_997_frame_04.jpg,0,youtube
original_sequences_youtube_c23_530_frame_05.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_462_467_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_147_frame_04.jpg,0,youtube
original_sequences_youtube_c23_268_frame_03.jpg,0,youtube
original_sequences_youtube_c23_070_frame_04.jpg,0,youtube
manipulated_sequences_Face2Face_c23_253_183_frame_01.jpg,1,Face2Face
manipulated_sequences_NeuralTextures_c23_208_215_frame_03.jpg,1,NeuralTextures
manipulated_sequences_NeuralTextures_c23_645_688_frame_04.jpg,1,NeuralTextures
original_sequences_youtube_c23_712_frame_01.jpg,0,youtube
original_sequences_youtube_c23_985_frame_01.jpg,0,youtube
manipulated_sequences_Face2Face_c23_113_983_frame_03.jpg,1,Face2Face
manipulated_sequences_FaceSwap_c23_608_675_frame_05.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_574_547_frame_02.jpg,1,FaceShifter
original_sequences_youtube_c23_930_frame_01.jpg,0,youtube
original_sequences_youtube_c23_163_frame_04.jpg,0,youtube
original_sequences_youtube_c23_368_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_022_489_frame_02.jpg,1,NeuralTextures
original_sequences_youtube_c23_875_frame_04.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_111_094_frame_03.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_900_926_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_007_frame_01.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_614_616_frame_02.jpg,1,Deepfakes
original_sequences_youtube_c23_541_frame_05.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_051_332_frame_03.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_149_152_frame_03.jpg,1,FaceSwap
original_sequences_youtube_c23_883_frame_03.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_049_946_frame_04.jpg,1,FaceSwap
original_sequences_youtube_c23_808_frame_01.jpg,0,youtube
original_sequences_youtube_c23_435_frame_02.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_829_808_frame_05.jpg,1,NeuralTextures
original_sequences_youtube_c23_992_frame_04.jpg,0,youtube
original_sequences_youtube_c23_744_frame_03.jpg,0,youtube
original_sequences_youtube_c23_331_frame_05.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_112_892_frame_04.jpg,1,NeuralTextures
original_sequences_youtube_c23_749_frame_04.jpg,0,youtube
original_sequences_youtube_c23_750_frame_05.jpg,0,youtube
original_sequences_youtube_c23_095_frame_01.jpg,0,youtube
original_sequences_youtube_c23_661_frame_04.jpg,0,youtube
original_sequences_youtube_c23_514_frame_03.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_142_138_frame_02.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_507_418_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_390_frame_04.jpg,0,youtube
original_sequences_youtube_c23_454_frame_01.jpg,0,youtube
manipulated_sequences_Face2Face_c23_372_413_frame_01.jpg,1,Face2Face
original_sequences_youtube_c23_139_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_674_744_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_963_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_513_305_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_028_frame_05.jpg,0,youtube
original_sequences_youtube_c23_042_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_215_208_frame_05.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_860_905_frame_02.jpg,1,FaceSwap
manipulated_sequences_Face2Face_c23_966_988_frame_01.jpg,1,Face2Face
manipulated_sequences_Deepfakes_c23_908_207_frame_05.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_457_398_frame_04.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_533_450_frame_02.jpg,1,FaceShifter
manipulated_sequences_FaceShifter_c23_287_426_frame_05.jpg,1,FaceShifter
manipulated_sequences_FaceSwap_c23_898_922_frame_01.jpg,1,FaceSwap
original_sequences_youtube_c23_050_frame_05.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_701_579_frame_03.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_642_635_frame_03.jpg,1,FaceShifter
manipulated_sequences_NeuralTextures_c23_543_559_frame_02.jpg,1,NeuralTextures
original_sequences_youtube_c23_587_frame_03.jpg,0,youtube
manipulated_sequences_Face2Face_c23_319_352_frame_03.jpg,1,Face2Face
original_sequences_youtube_c23_956_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_212_179_frame_04.jpg,1,NeuralTextures
manipulated_sequences_FaceSwap_c23_397_602_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_813_frame_03.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_936_931_frame_05.jpg,1,Deepfakes
original_sequences_youtube_c23_787_frame_01.jpg,0,youtube
original_sequences_youtube_c23_907_frame_02.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_556_588_frame_02.jpg,1,Deepfakes
manipulated_sequences_FaceShifter_c23_791_770_frame_05.jpg,1,FaceShifter
original_sequences_youtube_c23_377_frame_02.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_761_766_frame_02.jpg,1,Deepfakes
original_sequences_youtube_c23_390_frame_01.jpg,0,youtube
original_sequences_youtube_c23_240_frame_01.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_719_737_frame_04.jpg,1,FaceShifter
manipulated_sequences_NeuralTextures_c23_786_819_frame_05.jpg,1,NeuralTextures
manipulated_sequences_FaceSwap_c23_879_963_frame_03.jpg,1,FaceSwap
original_sequences_youtube_c23_077_frame_05.jpg,0,youtube
original_sequences_youtube_c23_685_frame_04.jpg,0,youtube
original_sequences_youtube_c23_152_frame_02.jpg,0,youtube
original_sequences_youtube_c23_809_frame_01.jpg,0,youtube
original_sequences_youtube_c23_259_frame_03.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_669_682_frame_04.jpg,1,FaceShifter
original_sequences_youtube_c23_635_frame_05.jpg,0,youtube
original_sequences_youtube_c23_689_frame_02.jpg,0,youtube
original_sequences_youtube_c23_012_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_575_603_frame_01.jpg,1,FaceSwap
original_sequences_youtube_c23_168_frame_01.jpg,0,youtube
manipulated_sequences_Face2Face_c23_517_521_frame_02.jpg,1,Face2Face
manipulated_sequences_FaceShifter_c23_778_798_frame_04.jpg,1,FaceShifter
original_sequences_youtube_c23_794_frame_03.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_523_541_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_609_frame_04.jpg,0,youtube
manipulated_sequences_Face2Face_c23_018_019_frame_02.jpg,1,Face2Face
original_sequences_youtube_c23_947_frame_04.jpg,0,youtube
original_sequences_youtube_c23_674_frame_05.jpg,0,youtube
original_sequences_youtube_c23_892_frame_05.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_452_550_frame_01.jpg,1,FaceSwap
manipulated_sequences_Face2Face_c23_831_508_frame_04.jpg,1,Face2Face
original_sequences_youtube_c23_995_frame_03.jpg,0,youtube
original_sequences_youtube_c23_685_frame_01.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_881_856_frame_03.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_187_234_frame_04.jpg,1,NeuralTextures
original_sequences_youtube_c23_817_frame_04.jpg,0,youtube
original_sequences_youtube_c23_737_frame_05.jpg,0,youtube
original_sequences_youtube_c23_948_frame_03.jpg,0,youtube
original_sequences_youtube_c23_081_frame_02.jpg,0,youtube
manipulated_sequences_Face2Face_c23_190_176_frame_02.jpg,1,Face2Face
manipulated_sequences_Face2Face_c23_704_723_frame_03.jpg,1,Face2Face
manipulated_sequences_NeuralTextures_c23_257_420_frame_01.jpg,1,NeuralTextures
original_sequences_youtube_c23_716_frame_03.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_231_663_frame_01.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_479_706_frame_01.jpg,1,FaceSwap
original_sequences_youtube_c23_733_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_488_399_frame_05.jpg,1,FaceSwap
manipulated_sequences_Deepfakes_c23_390_709_frame_05.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_493_538_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_114_frame_01.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_225_151_frame_02.jpg,1,NeuralTextures
manipulated_sequences_Face2Face_c23_794_779_frame_01.jpg,1,Face2Face
manipulated_sequences_Face2Face_c23_438_434_frame_02.jpg,1,Face2Face
manipulated_sequences_FaceShifter_c23_981_985_frame_04.jpg,1,FaceShifter
original_sequences_youtube_c23_923_frame_01.jpg,0,youtube
original_sequences_youtube_c23_378_frame_04.jpg,0,youtube
original_sequences_youtube_c23_454_frame_02.jpg,0,youtube
original_sequences_youtube_c23_152_frame_04.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_694_767_frame_04.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_283_313_frame_02.jpg,1,FaceSwap
manipulated_sequences_NeuralTextures_c23_639_841_frame_05.jpg,1,NeuralTextures
original_sequences_youtube_c23_354_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_726_713_frame_04.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_593_577_frame_04.jpg,1,FaceShifter
manipulated_sequences_FaceSwap_c23_698_693_frame_02.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_070_057_frame_03.jpg,1,FaceShifter
original_sequences_youtube_c23_754_frame_04.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_227_169_frame_03.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_203_201_frame_05.jpg,1,FaceSwap
original_sequences_youtube_c23_534_frame_01.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_971_564_frame_02.jpg,1,FaceShifter
original_sequences_youtube_c23_837_frame_05.jpg,0,youtube
original_sequences_youtube_c23_316_frame_02.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_340_341_frame_05.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_688_645_frame_01.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_879_963_frame_01.jpg,1,FaceShifter
original_sequences_youtube_c23_175_frame_04.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_315_322_frame_05.jpg,1,Deepfakes
manipulated_sequences_Face2Face_c23_955_078_frame_01.jpg,1,Face2Face
manipulated_sequences_NeuralTextures_c23_768_793_frame_03.jpg,1,NeuralTextures
manipulated_sequences_NeuralTextures_c23_165_137_frame_02.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_001_870_frame_05.jpg,1,FaceShifter
original_sequences_youtube_c23_241_frame_04.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_507_418_frame_01.jpg,1,FaceShifter
original_sequences_youtube_c23_881_frame_01.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_626_562_frame_03.jpg,1,FaceShifter
manipulated_sequences_FaceSwap_c23_456_435_frame_05.jpg,1,FaceSwap
manipulated_sequences_Deepfakes_c23_601_653_frame_02.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_823_584_frame_02.jpg,1,FaceSwap
original_sequences_youtube_c23_521_frame_02.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_164_216_frame_01.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_529_633_frame_04.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_488_399_frame_04.jpg,1,FaceShifter
manipulated_sequences_FaceShifter_c23_645_688_frame_01.jpg,1,FaceShifter
original_sequences_youtube_c23_378_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_212_179_frame_02.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_981_985_frame_04.jpg,1,FaceSwap
original_sequences_youtube_c23_388_frame_02.jpg,0,youtube
original_sequences_youtube_c23_660_frame_01.jpg,0,youtube
original_sequences_youtube_c23_079_frame_03.jpg,0,youtube
original_sequences_youtube_c23_659_frame_04.jpg,0,youtube
original_sequences_youtube_c23_727_frame_02.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_530_594_frame_05.jpg,1,NeuralTextures
original_sequences_youtube_c23_482_frame_03.jpg,0,youtube
original_sequences_youtube_c23_066_frame_01.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_561_998_frame_05.jpg,1,FaceSwap
manipulated_sequences_FaceShifter_c23_871_814_frame_05.jpg,1,FaceShifter
original_sequences_youtube_c23_418_frame_04.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_732_691_frame_04.jpg,1,Deepfakes
manipulated_sequences_NeuralTextures_c23_333_377_frame_02.jpg,1,NeuralTextures
original_sequences_youtube_c23_742_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_281_474_frame_04.jpg,1,FaceSwap
manipulated_sequences_NeuralTextures_c23_988_966_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_613_frame_04.jpg,0,youtube
original_sequences_youtube_c23_050_frame_04.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_568_628_frame_03.jpg,1,NeuralTextures
manipulated_sequences_FaceShifter_c23_940_941_frame_02.jpg,1,FaceShifter
manipulated_sequences_FaceShifter_c23_135_880_frame_05.jpg,1,FaceShifter
manipulated_sequences_FaceSwap_c23_827_817_frame_05.jpg,1,FaceSwap
original_sequences_youtube_c23_265_frame_05.jpg,0,youtube
original_sequences_youtube_c23_423_frame_01.jpg,0,youtube
original_sequences_youtube_c23_519_frame_04.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_794_779_frame_01.jpg,1,NeuralTextures
original_sequences_youtube_c23_160_frame_01.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_257_420_frame_01.jpg,1,Deepfakes
original_sequences_youtube_c23_854_frame_04.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_039_058_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_753_frame_05.jpg,0,youtube
original_sequences_youtube_c23_873_frame_01.jpg,0,youtube
manipulated_sequences_Deepfakes_c23_340_341_frame_01.jpg,1,Deepfakes
original_sequences_youtube_c23_967_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_141_161_frame_01.jpg,1,FaceSwap
manipulated_sequences_Deepfakes_c23_627_658_frame_05.jpg,1,Deepfakes
manipulated_sequences_FaceSwap_c23_606_567_frame_04.jpg,1,FaceSwap
manipulated_sequences_FaceSwap_c23_627_658_frame_05.jpg,1,FaceSwap
manipulated_sequences_Face2Face_c23_077_100_frame_03.jpg,1,Face2Face
original_sequences_youtube_c23_348_frame_03.jpg,0,youtube
original_sequences_youtube_c23_136_frame_02.jpg,0,youtube
original_sequences_youtube_c23_031_frame_02.jpg,0,youtube
manipulated_sequences_FaceSwap_c23_717_684_frame_01.jpg,1,FaceSwap
original_sequences_youtube_c23_542_frame_04.jpg,0,youtube
original_sequences_youtube_c23_841_frame_02.jpg,0,youtube
original_sequences_youtube_c23_754_frame_03.jpg,0,youtube
manipulated_sequences_NeuralTextures_c23_493_538_frame_02.jpg,1,NeuralTextures
manipulated_sequences_FaceSwap_c23_534_490_frame_01.jpg,1,FaceSwap
original_sequences_youtube_c23_064_frame_02.jpg,0,youtube
original_sequences_youtube_c23_180_frame_02.jpg,0,youtube
original_sequences_youtube_c23_489_frame_02.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_989_993_frame_02.jpg,1,FaceShifter
manipulated_sequences_FaceShifter_c23_390_709_frame_05.jpg,1,FaceShifter
original_sequences_youtube_c23_769_frame_05.jpg,0,youtube
original_sequences_youtube_c23_281_frame_02.jpg,0,youtube
original_sequences_youtube_c23_874_frame_01.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_623_630_frame_03.jpg,1,FaceShifter
manipulated_sequences_NeuralTextures_c23_272_396_frame_03.jpg,1,NeuralTextures
original_sequences_youtube_c23_762_frame_02.jpg,0,youtube
original_sequences_youtube_c23_669_frame_05.jpg,0,youtube
original_sequences_youtube_c23_687_frame_05.jpg,0,youtube
manipulated_sequences_FaceShifter_c23_723_704_frame_03.jpg,1,FaceShifter
